Date,Overall Rating,Textual Review,matched_conditions,similarity_scores
10/16/2014,3.0,"To the previous reviewer that said u gain weight only, because people are overeating on it, sounds to have a little bit of an ego problem. After all the side effects state ""weight gain"", not ""weight gain only if u overeat"". I am a fit 45 year old women , never been overweight and I don't overeat. As a matter of fact I was very cautious what I ate while on abilify because I was aware of that side effect. While on abilify I was packing on weight at a shocking rate. It was making me more depressed ... because of the extra weight that I am not used to. I stopped taking it because of this issue. So it may work for depression but I don't trust what else can pop up in the future because of it . No Thanks abilify I'm trying something else that doesn't slow ur metabolism and I wont get obesity and sugar diabetes from it!!     Read More Read Less  3Report this post","['Antipsychotics Weight Gain', 'Overweight', 'Diabetes']","[0.19253531292326292, 0.12514124479292146, 0.1181723361303412]"
10/12/2014,2.3,"I gained from 208 to 397.  Makes your body swell like tick.  I am male and I found milk forming behind my nipples, had to have mammogram to prove it.  Makes penis less firm and no morning wood.  It is better then other medicines which prohibit males from sex period.  I would call it the lesser of the two evils to treat impulse (what some doctors call mania), but does not help with down feeling.  I am consulting a lawyer for my long term options.  I have paid psychiatrist, psychologist, primary c... are physician, specialist, and consulted nutritionist.  The systems of bi-polar may be treatable with simple diet by regulating salt.  In the long term this may be more effective.  It cost allot so good luck to you.  In the short term these medicines might benefit some, but the two I have tried seem like they are more likely to shorten life span in long run.  My motto is only get as high as the ceiling and low as the floor.  I could not even cry on Abilify, my eyes slightly watered.  At this point I am trying to see what I can do to obtain life insurance, long term care, and disability insurance.  I am working with my psychiatrist and hoping I can get the nutrition approved.  I am working out 4-6 times a week and changing my diet (I wrestled in college so I feel for those with no work out experience).  Work on 5 year baseline then see what you can do to reduce or find alternative that works for you.  Maybe 3 year baseline with no issues is enough.    Read More Read Less  1Report this post",['Long-Acting Injection'],[0.11503377948811914]
10/12/2014,2.3,"I gained from 208 to 397.  Makes your body swell like tick.  I am male and I found milk forming behind my nipples, had to have mammogram to prove it.  Makes penis less firm and no morning wood.  It is better then other medicines which prohibit males from sex period.  I would call it the lesser of the two evils to treat impulse (what some doctors call mania), but does not help with down feeling.  I am consulting a lawyer for my long term options.  I have paid psychiatrist, psychologist, primary c... are physician, specialist, and consulted nutritionist.  The systems of bi-polar may be treatable with simple diet by regulating salt.  In the long term this may be more effective.  It cost allot so good luck to you.  In the short term these medicines might benefit some, but the two I have tried seem like they are more likely to shorten life span in long run.  My motto is only get as high as the ceiling and low as the floor.  I could not even cry on Abilify, my eyes slightly watered.  At this point I am trying to see what I can do to obtain life insurance, long term care, and disability insurance.  I am working with my psychiatrist and hoping I can get the nutrition approved.  I am working out 4-6 times a week and changing my diet (I wrestled in college so I feel for those with no work out experience).  Work on 5 year baseline then see what you can do to reduce or find alternative that works for you.  Maybe 3 year baseline with no issues is enough.    Read More Read Less  1Report this post",['Long-Acting Injection'],[0.11503377948811914]
10/1/2014,3.7,BEWARE-BEWARE-BEWARE-BEWARE-BEWARE-BEWARE-Took this w/lithium for depression & bipolar-LOVED IT-WOW I CAME ALIVE-EVERYTHING WAS SO INTERESTING-I WANTED TO DO THINGS NOT JUST GO ALONG LIKE A ROBOT PRETENDING TO BE ALIVE-But in a year and a half I gained 300lbs!!!  HUGE SIDE EFFECT!!!  Such a let down as I had just lost a lot of weight....MISS THE ZEAL FOR LIFE-BUT STRUGGLING TO LOOSE THE WEIGHT AGAIN!!!283Report this post,[],[]
10/1/2014,3.7,BEWARE-BEWARE-BEWARE-BEWARE-BEWARE-BEWARE-Took this w/lithium for depression & bipolar-LOVED IT-WOW I CAME ALIVE-EVERYTHING WAS SO INTERESTING-I WANTED TO DO THINGS NOT JUST GO ALONG LIKE A ROBOT PRETENDING TO BE ALIVE-But in a year and a half I gained 300lbs!!!  HUGE SIDE EFFECT!!!  Such a let down as I had just lost a lot of weight....MISS THE ZEAL FOR LIFE-BUT STRUGGLING TO LOOSE THE WEIGHT AGAIN!!!283Report this post,[],[]
9/25/2014,5.0,11Report this post,[],[]
9/25/2014,5.0,11Report this post,[],[]
8/31/2014,3.3,"Abilify is a Godsend, however, nothing takes care of all my symptoms and that's the way of it.4Report this post",['Behavioral Symptoms'],[0.1667261957602388]
8/31/2014,3.3,"Abilify is a Godsend, however, nothing takes care of all my symptoms and that's the way of it.4Report this post",['Behavioral Symptoms'],[0.1667261957602388]
8/28/2014,2.0,"Abilify made me very paranoiac and needed a psychiatric hospitalization.  After being taken off Abilify, I was less symptomatic.1Report this post",[],[]
8/28/2014,2.0,"Abilify made me very paranoiac and needed a psychiatric hospitalization.  After being taken off Abilify, I was less symptomatic.1Report this post",[],[]
8/24/2014,2.3,Abilify made me so paranoid that I needed in-patient psychiatric hospitalization.41Report this post,[],[]
8/24/2014,2.3,Abilify made me so paranoid that I needed in-patient psychiatric hospitalization.41Report this post,[],[]
8/23/2014,5.0,"This was the extra lift I needed to make me feel normal. I take Wellbutrin also.However, since I'm on a fixed income, $900 for 30 pills is out of sight. Even with insurance, $417 for  30 pills makes me feel that perhaps they contain a little gold dust!331Report this post",[],[]
8/23/2014,5.0,"This was the extra lift I needed to make me feel normal. I take Wellbutrin also.However, since I'm on a fixed income, $900 for 30 pills is out of sight. Even with insurance, $417 for  30 pills makes me feel that perhaps they contain a little gold dust!331Report this post",[],[]
8/21/2014,4.0,"I started this drug almost five years ago and although it has worked with being bipolar, it has done a number on me with my weight.  I never knew that it could make me gain weight and not be able to lose it.  I gained 45 lbs. in three months after starting this drug, but most drugs don't give me any side effects so I didn't think it was because of the drug.  Now having a new doctor, she has told me that this drug will not only make you gain weight, but not be able to lose it.  It's good to know ... there is a reason that for these past five years after repeated attempts to lose weight there is a reason I always hit a brick wall after getting to a specific weight.  I am currently being taken off the drug (slowly of course) and being put on another.  Hopefully I won't see the side effects on Paxil like on Abilify.  I am on 15 mg of Abilify which to find out is a high dose.  Who knew?    Read More Read Less  Report this post","['Antipsychotics Weight Gain', 'Body Weight Change']","[0.15767131617986424, 0.10605223420030543]"
8/21/2014,4.0,"I started this drug almost five years ago and although it has worked with being bipolar, it has done a number on me with my weight.  I never knew that it could make me gain weight and not be able to lose it.  I gained 45 lbs. in three months after starting this drug, but most drugs don't give me any side effects so I didn't think it was because of the drug.  Now having a new doctor, she has told me that this drug will not only make you gain weight, but not be able to lose it.  It's good to know ... there is a reason that for these past five years after repeated attempts to lose weight there is a reason I always hit a brick wall after getting to a specific weight.  I am currently being taken off the drug (slowly of course) and being put on another.  Hopefully I won't see the side effects on Paxil like on Abilify.  I am on 15 mg of Abilify which to find out is a high dose.  Who knew?    Read More Read Less  Report this post","['Antipsychotics Weight Gain', 'Body Weight Change']","[0.15767131617986424, 0.10605223420030543]"
8/19/2014,1.0,while on this medication I developed a kleptomania Disorder has anyone taking this medication experienced this?2Report this post,"['Cognition Disorder', 'Conduct Disorder', 'Oppositional Defiant Disorder']","[0.2863979775397175, 0.2863979775397175, 0.2863979775397175]"
8/19/2014,1.0,while on this medication I developed a kleptomania Disorder has anyone taking this medication experienced this?2Report this post,"['Cognition Disorder', 'Conduct Disorder', 'Oppositional Defiant Disorder']","[0.2863979775397175, 0.2863979775397175, 0.2863979775397175]"
8/19/2014,3.7,"I started taking this medication in addition to Zoloft for severe depression.  Within a week my depression lifted completely however, I did not realize that this drug was making me seriously constipated.  It was all related to taking this drug.  I ran out and my doctor did not refill my order and 7 days went by and it was not filled and I was not dizzy and needless to say I was cured from my constipation problem.  So all along my problem was caused by this drug.  I will NEVER take it again.  I a... lready lost 3 pounds in a week and now want to come off the Zoloft!!!!  Read More Read Less  222Report this post","['Depression', 'Postpartum Depression', 'Geriatric Depression']","[0.13896326264703873, 0.13896326264703873, 0.13896326264703873]"
8/19/2014,3.7,"I started taking this medication in addition to Zoloft for severe depression.  Within a week my depression lifted completely however, I did not realize that this drug was making me seriously constipated.  It was all related to taking this drug.  I ran out and my doctor did not refill my order and 7 days went by and it was not filled and I was not dizzy and needless to say I was cured from my constipation problem.  So all along my problem was caused by this drug.  I will NEVER take it again.  I a... lready lost 3 pounds in a week and now want to come off the Zoloft!!!!  Read More Read Less  222Report this post","['Depression', 'Postpartum Depression', 'Geriatric Depression']","[0.13896326264703873, 0.13896326264703873, 0.13896326264703873]"
8/13/2014,2.0,1Report this post,[],[]
8/13/2014,2.0,1Report this post,[],[]
8/5/2014,2.0,This medicine is overpriced and makes it hard for me to breath. I take 10mg of this a day. Weight gain and  no sex drive. Feel worthless because of this medicine. Doctor said this the best medicine out there.311Report this post,['Antipsychotics Weight Gain'],[0.10507015659555533]
8/5/2014,2.0,This medicine is overpriced and makes it hard for me to breath. I take 10mg of this a day. Weight gain and  no sex drive. Feel worthless because of this medicine. Doctor said this the best medicine out there.311Report this post,['Antipsychotics Weight Gain'],[0.10507015659555533]
8/2/2014,5.0,"Abilify is a miracle! I have taken it for a year, increased from 5 to 7 mg 3 months  ago. No more suicidal thoughts and a much more positive attitude in general. No weight gain, which I attribute to decreased eating due to decrease in depression. I also take venlafaxine, trazadone for insomnia and amphetamine salts.483Report this post",['Eating Disorders'],[0.12760479244141937]
8/2/2014,5.0,"Abilify is a miracle! I have taken it for a year, increased from 5 to 7 mg 3 months  ago. No more suicidal thoughts and a much more positive attitude in general. No weight gain, which I attribute to decreased eating due to decrease in depression. I also take venlafaxine, trazadone for insomnia and amphetamine salts.483Report this post",['Eating Disorders'],[0.12760479244141937]
7/31/2014,5.0,"Ive had success with this medication, however it makes me gain weight.2Report this post",['Antipsychotics Weight Gain'],[0.20157826974126222]
7/31/2014,5.0,"Ive had success with this medication, however it makes me gain weight.2Report this post",['Antipsychotics Weight Gain'],[0.20157826974126222]
7/23/2014,2.3,I became afflicted with parkinsonia disease93Report this post,"[""Parkinson's Disease"", 'Alzheimer Disease', ""Alzheimer's Disease""]","[0.461045466851138, 0.3000336705235195, 0.3000336705235195]"
7/23/2014,2.3,I became afflicted with parkinsonia disease93Report this post,"[""Parkinson's Disease"", 'Alzheimer Disease', ""Alzheimer's Disease""]","[0.461045466851138, 0.3000336705235195, 0.3000336705235195]"
7/22/2014,2.3,"this med did wonders for my depression and work fast. after couple weeks or months not sure, i started having tremors in mouth, hands, legs. now i am having gait proberlum after being off abilify for year.Report this post","['Depression', 'Postpartum Depression', 'Geriatric Depression']","[0.12577043053157883, 0.12577043053157883, 0.12577043053157883]"
7/22/2014,2.3,"this med did wonders for my depression and work fast. after couple weeks or months not sure, i started having tremors in mouth, hands, legs. now i am having gait proberlum after being off abilify for year.Report this post","['Depression', 'Postpartum Depression', 'Geriatric Depression']","[0.12577043053157883, 0.12577043053157883, 0.12577043053157883]"
7/21/2014,4.3,"I take 10mg a day of Abilify and at first I really like it! I felt better, wasn't as sad and I wasn't irritable. I've been on this medication for 2 years now and I am constantly nervous, gained 20 lbs, and I have high cholesterol. 1Report this post",['Irritable Mood'],[0.27629109449177014]
7/21/2014,4.3,"I take 10mg a day of Abilify and at first I really like it! I felt better, wasn't as sad and I wasn't irritable. I've been on this medication for 2 years now and I am constantly nervous, gained 20 lbs, and I have high cholesterol. 1Report this post",['Irritable Mood'],[0.27629109449177014]
7/17/2014,3.7,seems to be helping....only on it 4 weeks11Report this post,[],[]
7/17/2014,3.7,seems to be helping....only on it 4 weeks11Report this post,[],[]
7/16/2014,2.3,"As I write this, I am in the hospital being treated for Stevens-Johnson Syndrome. My psychiatrist and I agreed to try Abilify as an adjunct to the medications I was already taking for a depression that has never been successfully relieved. We decided that I would begin by cutting the 2mg pills in half. After a week my skin began to turn red all over my upper body. The itching was uncontrollable. When my skin began to peel I called my primary, who told me to stop the medication and head for the E... mergency Department. I have been in the hospital for nearly two weeks now. Abilify has a propensity to cause SJS. The pain and concomitant itching are almost unbearable, and so I was receiving intravenous morphine, 4mg every two hours, plus steroids. The steroids sent my BP up to 205/100 and my sugar to 393, so I get lots of injections to keep these conditions at bay, esp. hydralazine to drop the BP FAST. Now my skin has finished peeling, except for the soles of my feet. SJS has aspects that are similar to those of a first or second-degree sunburn. It is awful.           Read More Read Less  2Report this post",[],[]
7/16/2014,2.3,"As I write this, I am in the hospital being treated for Stevens-Johnson Syndrome. My psychiatrist and I agreed to try Abilify as an adjunct to the medications I was already taking for a depression that has never been successfully relieved. We decided that I would begin by cutting the 2mg pills in half. After a week my skin began to turn red all over my upper body. The itching was uncontrollable. When my skin began to peel I called my primary, who told me to stop the medication and head for the E... mergency Department. I have been in the hospital for nearly two weeks now. Abilify has a propensity to cause SJS. The pain and concomitant itching are almost unbearable, and so I was receiving intravenous morphine, 4mg every two hours, plus steroids. The steroids sent my BP up to 205/100 and my sugar to 393, so I get lots of injections to keep these conditions at bay, esp. hydralazine to drop the BP FAST. Now my skin has finished peeling, except for the soles of my feet. SJS has aspects that are similar to those of a first or second-degree sunburn. It is awful.           Read More Read Less  2Report this post",[],[]
7/7/2014,4.7,"I started Abilify after several medications, such as Wellbutrin, Zoloft, and Seroquel didn't work.  I have been on 10mg of Abilify for about 5 years, and I take it in addition to 300mg of Lamictal. Abilify is a life saver--I noticed it taking effect after about a week.  The depression lifted, as well as the anxiety. The only problems I have with Abilify are that they cause tremors, especially in my left hand.  I have gained weight over the past few years and though I'm not sure if it was caused ... by Abilify (since it's been in random spurts), I have been unable to lose the weight, which my doctor thinks is because of this medication. I was also put on Ritalin for ADHD symptoms that Abilify has caused. I don't appreciate the inability to lose weight, or the tremors, or the concentration issues, but hey--I guess it's better than feeling depressed, angry, and suicidal.  I recommend at least giving it a chance.   Read More Read Less  423Report this post",['ADHD'],[0.11711476683841368]
7/7/2014,4.7,"I started Abilify after several medications, such as Wellbutrin, Zoloft, and Seroquel didn't work.  I have been on 10mg of Abilify for about 5 years, and I take it in addition to 300mg of Lamictal. Abilify is a life saver--I noticed it taking effect after about a week.  The depression lifted, as well as the anxiety. The only problems I have with Abilify are that they cause tremors, especially in my left hand.  I have gained weight over the past few years and though I'm not sure if it was caused ... by Abilify (since it's been in random spurts), I have been unable to lose the weight, which my doctor thinks is because of this medication. I was also put on Ritalin for ADHD symptoms that Abilify has caused. I don't appreciate the inability to lose weight, or the tremors, or the concentration issues, but hey--I guess it's better than feeling depressed, angry, and suicidal.  I recommend at least giving it a chance.   Read More Read Less  423Report this post",['ADHD'],[0.11711476683841368]
7/7/2014,2.7,"After taking a very small dose (.5-1mg)for one  week, without warning one evening my feet & legs swelled to extreme proportions. Believing it was cased by a completly different drug my doctor prescribed for me at the exact same time, I stopped taking that drug & continuted taking the Abilify. Unfortunately, it took another 2 weeks with not only my feet & legs retaining water, but my whole body felt like I was a big water balloon, that I finally realized it was the Abilify! I had by then seen 3 d... octors & spoken to my pharmasist, who said they had never heard of Abilify causing this extreme water retention. I'm glad I found this site myself, because afer using compression stockings, keeping off salt, keeping my feet elevated & taking a pill to reduce the fluid retention & stopped taking the Ablify & my legs & feet are finally going back to normal. I will be sure to let the doctors, etc.about this.  Read More Read Less  181Report this post",[],[]
7/7/2014,2.7,"After taking a very small dose (.5-1mg)for one  week, without warning one evening my feet & legs swelled to extreme proportions. Believing it was cased by a completly different drug my doctor prescribed for me at the exact same time, I stopped taking that drug & continuted taking the Abilify. Unfortunately, it took another 2 weeks with not only my feet & legs retaining water, but my whole body felt like I was a big water balloon, that I finally realized it was the Abilify! I had by then seen 3 d... octors & spoken to my pharmasist, who said they had never heard of Abilify causing this extreme water retention. I'm glad I found this site myself, because afer using compression stockings, keeping off salt, keeping my feet elevated & taking a pill to reduce the fluid retention & stopped taking the Ablify & my legs & feet are finally going back to normal. I will be sure to let the doctors, etc.about this.  Read More Read Less  181Report this post",[],[]
7/1/2014,5.0,"I have had clinical depression my entire life. I have been on antidepressants for 20 year. The med just was not as effective anymore and I was constantly suicidal, having ideations all day long, struggling to not end my life. I started Abilify and it changed my life. Within a couple of days, all suicidal thoughts went away and my depression was gone. I have struggled with fatigue for years, and now, I have much more energy. I can get right out of bed and start my day instead of taking 4 hours mo... ping around drinking coffee to wake up. I feel amazing. I have become the person I have always wanted to be. I am overweight, but have not gained any more weight yet. But I don't care because I do not want to be that person again.  Read More Read Less  47Report this post","['Overweight', 'Postpartum Depression', 'Depression']","[0.1521184542936819, 0.12988549137127542, 0.12988549137127542]"
7/1/2014,5.0,"I have had clinical depression my entire life. I have been on antidepressants for 20 year. The med just was not as effective anymore and I was constantly suicidal, having ideations all day long, struggling to not end my life. I started Abilify and it changed my life. Within a couple of days, all suicidal thoughts went away and my depression was gone. I have struggled with fatigue for years, and now, I have much more energy. I can get right out of bed and start my day instead of taking 4 hours mo... ping around drinking coffee to wake up. I feel amazing. I have become the person I have always wanted to be. I am overweight, but have not gained any more weight yet. But I don't care because I do not want to be that person again.  Read More Read Less  47Report this post","['Overweight', 'Postpartum Depression', 'Depression']","[0.1521184542936819, 0.12988549137127542, 0.12988549137127542]"
6/27/2014,1.0,"Had every negative and dangerous side effect possible.  If Abilify weren't one of the drugs commercially most paid for, it probably wouldnt make it past the bathtub chem labs  it might as well be made in.175Report this post",[],[]
6/27/2014,1.0,"Had every negative and dangerous side effect possible.  If Abilify weren't one of the drugs commercially most paid for, it probably wouldnt make it past the bathtub chem labs  it might as well be made in.175Report this post",[],[]
6/27/2014,1.0,Abilify is a horrible useless dangerous medication.13Report this post,[],[]
6/27/2014,1.0,Abilify is a horrible useless dangerous medication.13Report this post,[],[]
6/22/2014,3.0,"Excellent help to my depression.  But gained weight, even on 2 1/2 mg, and worse, I became borderline diabetic.171Report this post","['Depression', 'Geriatric Depression', 'Postpartum Depression']","[0.17509283252818564, 0.17509283252818564, 0.17509283252818564]"
6/22/2014,3.0,"Excellent help to my depression.  But gained weight, even on 2 1/2 mg, and worse, I became borderline diabetic.171Report this post","['Depression', 'Geriatric Depression', 'Postpartum Depression']","[0.17509283252818564, 0.17509283252818564, 0.17509283252818564]"
6/21/2014,1.0,Gained weight.  That is all.83Report this post,"['Body Weight Change', 'Antipsychotics Weight Gain']","[0.22809556540352904, 0.22250177620748937]"
6/21/2014,1.0,Gained weight.  That is all.83Report this post,"['Body Weight Change', 'Antipsychotics Weight Gain']","[0.22809556540352904, 0.22250177620748937]"
6/20/2014,5.0,13Report this post,[],[]
6/20/2014,5.0,13Report this post,[],[]
6/20/2014,1.7,This medication has left its mark. Not only do the problems it was to help with still exists now there is a myriad of side effects that are very serious and debilitating. I would be afraid for anyone who is entertaining it....not sure why FDA approved this Rx . I wouldn't suggest even for someone I didn't like.177Report this post,[],[]
6/20/2014,1.7,This medication has left its mark. Not only do the problems it was to help with still exists now there is a myriad of side effects that are very serious and debilitating. I would be afraid for anyone who is entertaining it....not sure why FDA approved this Rx . I wouldn't suggest even for someone I didn't like.177Report this post,[],[]
6/18/2014,2.3,"My 7 1/2 year old grandson was on 5mg of this for only a week for a 'booster' to his ADHD meds.(Adderal) He seemed more lethargic, increased appetite and then 4 days after starting the Abilify, he developed horrific sores in his mouth. The Abilify was the only new thing in his menu, routine etc. I took him to his pediatric dentist today and she actually had to laser the sores to ease the pain somewhat. It will take 7-10 days for them to be gone. When I called the doctor who prescribed the Abilif... y  to see if he could be taken off of it cold turkey or did we have to wean it,(still waiting for a reply). I told them I would rather put up with a behavior issue at times than to put him through the pain.  Read More Read Less  2Report this post",['ADHD'],[0.11713959002769397]
6/18/2014,2.3,"My 7 1/2 year old grandson was on 5mg of this for only a week for a 'booster' to his ADHD meds.(Adderal) He seemed more lethargic, increased appetite and then 4 days after starting the Abilify, he developed horrific sores in his mouth. The Abilify was the only new thing in his menu, routine etc. I took him to his pediatric dentist today and she actually had to laser the sores to ease the pain somewhat. It will take 7-10 days for them to be gone. When I called the doctor who prescribed the Abilif... y  to see if he could be taken off of it cold turkey or did we have to wean it,(still waiting for a reply). I told them I would rather put up with a behavior issue at times than to put him through the pain.  Read More Read Less  2Report this post",['ADHD'],[0.11713959002769397]
6/17/2014,4.0,"EVERYONE complains about the weight gain.  This is simply because it can cause food cravings so you eat more. The more you eat, the more weight you gain - very simple. I think the weight gain complaint gives this drug a bad rep. I found that the only substantial common negative side effects are shaking, restlessness and dizziness. All very minor compared to years of depression. 403Report this post",['Antipsychotics Weight Gain'],[0.22088769540502148]
6/17/2014,4.0,"EVERYONE complains about the weight gain.  This is simply because it can cause food cravings so you eat more. The more you eat, the more weight you gain - very simple. I think the weight gain complaint gives this drug a bad rep. I found that the only substantial common negative side effects are shaking, restlessness and dizziness. All very minor compared to years of depression. 403Report this post",['Antipsychotics Weight Gain'],[0.22088769540502148]
6/12/2014,4.3,"I was having issues with my effexor xr. I have been on every anti depressant that you can name. They work for a while then I have to start all over. Well, my doctor started me on 2mg of Abilify to take with the effexor. So far, I am feeling much better, more energy. My brain has somewhat stopped spinning with all the anxious thoughts. I hope this works for a long time. 37Report this post",[],[]
6/12/2014,4.3,"I was having issues with my effexor xr. I have been on every anti depressant that you can name. They work for a while then I have to start all over. Well, my doctor started me on 2mg of Abilify to take with the effexor. So far, I am feeling much better, more energy. My brain has somewhat stopped spinning with all the anxious thoughts. I hope this works for a long time. 37Report this post",[],[]
6/10/2014,2.3,The side effects are worst than the condition of having depression!  124Report this post,"['Depression', 'Postpartum Depression', 'Geriatric Depression']","[0.27699290158729034, 0.27699290158729034, 0.27699290158729034]"
6/10/2014,2.3,The side effects are worst than the condition of having depression!  124Report this post,"['Depression', 'Postpartum Depression', 'Geriatric Depression']","[0.27699290158729034, 0.27699290158729034, 0.27699290158729034]"
6/10/2014,4.7,Nice drug132Report this post,[],[]
6/10/2014,4.7,Nice drug132Report this post,[],[]
5/16/2014,5.0,I was put on abilify 2 weeks ago as an added medication to my current medication mirtazapine for depression.So far it has worked great for me.I have a swallowing disorder and have had no problems swallowing  this medication.241Report this post,"['Oppositional Defiant Disorder', 'Cognition Disorder', 'Conduct Disorder']","[0.16101137838824292, 0.16101137838824292, 0.16101137838824292]"
5/16/2014,5.0,I was put on abilify 2 weeks ago as an added medication to my current medication mirtazapine for depression.So far it has worked great for me.I have a swallowing disorder and have had no problems swallowing  this medication.241Report this post,"['Oppositional Defiant Disorder', 'Cognition Disorder', 'Conduct Disorder']","[0.16101137838824292, 0.16101137838824292, 0.16101137838824292]"
5/14/2014,4.3,Side effects of restless leg syndrome and crawling outta my skin.151Report this post,"['Aspergers Syndrome', 'Asperger Syndrome', 'Tourette Syndrome']","[0.3638350797822217, 0.3638350797822217, 0.24106440641748747]"
5/14/2014,4.3,Side effects of restless leg syndrome and crawling outta my skin.151Report this post,"['Aspergers Syndrome', 'Asperger Syndrome', 'Tourette Syndrome']","[0.3638350797822217, 0.3638350797822217, 0.24106440641748747]"
5/10/2014,3.7,not sure21Report this post,[],[]
5/10/2014,3.7,not sure21Report this post,[],[]
5/9/2014,5.0,"Been on various antidepressants for 17 years. Latest and longest has been Cymbalta for 2.5 years. Helping, but not doing great on it.  Doc put me on abilify 1.25mg once a day.  This drug is a life saver for me. Life was spiraling downward, couldn't get out of bed, unmotivated, hid in my room, avoided anyone and everyone. Now I look forward to the day, and I am actively participating in life. Abilify hepled bring me back from the edge.511Report this post",[],[]
5/9/2014,5.0,"Been on various antidepressants for 17 years. Latest and longest has been Cymbalta for 2.5 years. Helping, but not doing great on it.  Doc put me on abilify 1.25mg once a day.  This drug is a life saver for me. Life was spiraling downward, couldn't get out of bed, unmotivated, hid in my room, avoided anyone and everyone. Now I look forward to the day, and I am actively participating in life. Abilify hepled bring me back from the edge.511Report this post",[],[]
5/7/2014,2.7,"I am weaning off it now.  Blurred and double vision (I can't see anything clearly), hand shakes, swelling, trouble staying asleep are main issues.2Report this post",[],[]
5/7/2014,2.7,"I am weaning off it now.  Blurred and double vision (I can't see anything clearly), hand shakes, swelling, trouble staying asleep are main issues.2Report this post",[],[]
5/4/2014,5.0,"I am a mom of a 17 year old boy that has been struggling with depression, recently turning into very angry outbursts. He has been seeing a doctor and has been on zoloft with little help.  He is a great kid and well liked, but no one was aware of his struggles. At home, there were angry outbursts that included hitting and kicking holes in walls and doors, throwing things.  I was afraid he might hurt himself or someone else, and was afraid to leave him alone.  His doctor switched him from the zolo... ft to lexapro and 2mg of abilify.  I read through many reviews and was just plain terrified to put him on something like this, but I was also terrified to not put him on it, either.  He is just about 18 and was afraid if he hurt someone, he could get into a great deal of trouble.  He started taking it just this week, and it helped almost immediately.   No outbursts, even when somethings are happening that in the past I would think would spark an issue, and he has been generally in a pleasant mood.  I am so thankful!   Unfortunately, one huge negative is the high price point.  Our doctor provided us with a coupon for a free 30 days supply, and after that a discount of 150 for a 30 day supply, but that will still be tough to absorb.  I am trying to find some other sources to assist with this 800$ per month prescription.    Read More Read Less  273Report this post",[],[]
5/4/2014,5.0,"I am a mom of a 17 year old boy that has been struggling with depression, recently turning into very angry outbursts. He has been seeing a doctor and has been on zoloft with little help.  He is a great kid and well liked, but no one was aware of his struggles. At home, there were angry outbursts that included hitting and kicking holes in walls and doors, throwing things.  I was afraid he might hurt himself or someone else, and was afraid to leave him alone.  His doctor switched him from the zolo... ft to lexapro and 2mg of abilify.  I read through many reviews and was just plain terrified to put him on something like this, but I was also terrified to not put him on it, either.  He is just about 18 and was afraid if he hurt someone, he could get into a great deal of trouble.  He started taking it just this week, and it helped almost immediately.   No outbursts, even when somethings are happening that in the past I would think would spark an issue, and he has been generally in a pleasant mood.  I am so thankful!   Unfortunately, one huge negative is the high price point.  Our doctor provided us with a coupon for a free 30 days supply, and after that a discount of 150 for a 30 day supply, but that will still be tough to absorb.  I am trying to find some other sources to assist with this 800$ per month prescription.    Read More Read Less  273Report this post",[],[]
5/4/2014,4.7,"Abilify has been part of my medication regime for more then 5 years, and for 20+ years of being over medicated I realized it's a hit or miss game, not necessarily the fault of the psychiatric med provider because their guess is as good as mine. Treatment should be a collaboration and we have the power to make a choice. Back to Abilify; in my experience it has been effective in stabilization, but massive weight gain and difficulty in losing weight has been a big problem in addition to sleeplessne... ss. It is my opinion that it has more anti-depressant qualities, so what time of the day you take it and the milligrams you are on is important. Try tweaking the dosage and timing before you write any medication off, including Abilify. I met with a provider that did a second evaluation of my meds after 20 years of being treated at an unrelated facility. He immediately cut 8 different medications with multiple dosages of each per day down to 3 medications only one of each per day. Abilify is still part of my regime, but taking it at night caused me many sleepless nights and nightly anxiety attacks. I am now taking it during the day and it is sure to work as a great accelerant with balanced moods. Again, you must be AWARE and CAREFUL! YOU are the one ingesting this medication, not your provider! When I see my med provider again, I am going to discuss the reduction in the milligrams of Abilify I take as Abilify packs a big punch. COLLABORATION and PARTICIPATION PEOPLE! I can't stress this enough. I also recommend taking meditation classes or anything that works for you to help calm you and ease your perspective of yourself and life. YOU must take action in ASSISTING your medication therapy. A pill can not heal what ails the spirit. Warmth and Loving-kindness to you all. I hope this helps.     Read More Read Less  6Report this post",[],[]
